,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,hour
2943,3,0,1,1,35.26,40.91,50,16.9979,22,119,141,2
2944,3,0,1,1,35.26,41.665,53,19.0012,40,94,134,2
2945,3,0,1,1,35.26,42.425,56,27.9993,38,108,146,2
2946,3,0,1,1,35.26,42.425,56,26.0027,57,182,239,2
2947,3,0,1,1,35.26,42.425,56,27.9993,59,455,514,2
2948,3,0,1,1,35.26,41.665,53,26.0027,57,415,472,2
2949,3,0,1,1,34.44,41.665,59,22.0028,80,293,373,3
2950,3,0,1,1,29.52,34.85,74,27.9993,42,194,236,3
2951,3,0,1,1,28.7,33.335,79,27.9993,21,109,130,3
2952,3,0,1,1,29.52,34.85,74,8.9981,20,70,90,3
2953,3,0,1,1,28.7,33.335,79,8.9981,11,44,55,3
2954,3,0,1,1,28.7,33.335,79,8.9981,3,19,22,0
2955,3,0,1,1,28.7,33.335,79,6.0032,6,8,14,0
2956,3,0,1,1,28.7,33.335,79,7.0015,2,7,9,0
2957,3,0,1,2,28.7,33.335,79,0.0,2,6,8,0
2958,3,0,1,1,28.7,33.335,79,11.0014,0,6,6,0
2959,3,0,1,1,28.7,33.335,79,6.0032,4,21,25,0
2960,3,0,1,1,30.34,34.09,58,15.0013,13,102,115,1
2961,3,0,1,1,31.16,34.85,55,12.998,29,301,330,1
2962,3,0,1,1,31.16,35.605,58,15.0013,35,382,417,1
2963,3,0,1,1,31.98,36.365,55,32.9975,27,149,176,1
2964,3,0,1,1,33.62,38.635,52,11.0014,38,85,123,1
2965,3,0,1,1,33.62,38.635,52,11.0014,39,86,125,1
2966,3,0,1,1,35.26,39.395,44,19.9995,38,125,163,1
2967,3,0,1,1,35.26,40.15,47,15.0013,32,104,136,2
2968,3,0,1,1,36.9,42.425,42,19.9995,33,91,124,2
2969,3,0,1,1,36.9,42.425,42,23.9994,37,111,148,2
2970,3,0,1,1,35.26,39.395,44,19.0012,25,177,202,2
2971,3,0,1,1,36.08,40.91,44,19.0012,48,380,428,2
2972,3,0,1,1,35.26,40.15,47,19.9995,39,472,511,2
2973,3,0,1,1,34.44,37.88,44,19.0012,42,295,337,3
2974,3,0,1,1,33.62,37.12,43,12.998,57,251,308,3
2975,3,0,1,1,33.62,37.12,43,7.0015,49,209,258,3
2976,3,0,1,1,32.8,36.365,46,8.9981,44,150,194,3
2977,3,0,1,1,31.98,35.605,52,0.0,20,59,79,3
2978,3,0,1,1,31.16,35.605,62,0.0,9,37,46,0
2979,3,0,1,1,31.16,34.85,55,0.0,1,11,12,0
2980,3,0,1,1,31.16,34.85,55,0.0,2,3,5,0
2981,3,0,1,1,30.34,34.09,58,12.998,0,4,4,0
2982,3,0,1,1,30.34,34.09,58,16.9979,0,5,5,0
2983,3,0,1,1,30.34,34.09,58,12.998,4,22,26,0
2984,3,0,1,1,30.34,34.09,58,11.0014,18,103,121,1
2985,3,0,1,1,31.16,34.85,55,16.9979,32,281,313,1
2986,3,0,1,1,32.8,37.12,49,16.9979,31,418,449,1
2987,3,0,1,1,33.62,37.12,41,12.998,23,163,186,1
2988,3,0,1,1,33.62,37.88,46,12.998,33,80,113,1
2989,3,0,1,1,34.44,37.12,39,11.0014,55,110,165,1
2990,3,0,1,1,34.44,37.88,41,19.0012,40,134,174,1
2991,3,0,1,3,33.62,37.88,46,8.9981,39,119,158,2
2992,3,0,1,3,33.62,37.88,46,8.9981,27,89,116,2
2993,3,0,1,3,26.24,28.03,94,8.9981,13,33,46,2
2994,3,0,1,2,27.06,29.545,89,0.0,23,118,141,2
2995,3,0,1,1,28.7,33.335,79,0.0,70,418,488,2
2996,3,0,1,1,29.52,34.85,79,8.9981,51,412,463,2
2997,3,0,1,1,28.7,33.335,79,7.0015,79,340,419,3
2998,3,0,1,1,28.7,33.335,84,11.0014,61,281,342,3
2999,3,0,1,1,28.7,33.335,79,7.0015,56,194,250,3
3000,3,0,1,1,27.88,31.82,83,12.998,48,136,184,3
3001,3,0,1,1,27.06,30.305,83,16.9979,33,83,116,3
3002,3,0,1,1,27.06,31.06,69,19.9995,14,32,46,0
3003,3,0,1,1,27.06,31.06,61,16.9979,4,21,25,0
3004,3,0,1,1,26.24,31.06,57,19.9995,3,7,10,0
3005,3,0,1,1,25.42,31.06,57,19.9995,1,5,6,0
3006,3,0,1,1,25.42,31.06,53,16.9979,0,6,6,0
3007,3,0,1,1,24.6,31.06,56,15.0013,6,22,28,0
3008,3,0,1,1,24.6,30.305,60,15.0013,14,116,130,1
3009,3,0,1,1,25.42,31.06,53,16.9979,23,311,334,1
3010,3,0,1,1,26.24,31.06,50,23.9994,53,433,486,1
3011,3,0,1,1,27.88,31.82,47,19.0012,29,195,224,1
3012,3,0,1,1,28.7,31.82,42,16.9979,32,95,127,1
3013,3,0,1,1,29.52,32.575,37,15.0013,38,110,148,1
3014,3,0,1,1,30.34,32.575,35,16.9979,51,172,223,1
3015,3,0,1,1,31.16,33.335,33,22.0028,39,138,177,2
3016,3,0,1,1,30.34,32.575,35,19.0012,49,129,178,2
3017,3,0,1,1,31.16,33.335,33,19.9995,42,138,180,2
3018,3,0,1,1,31.16,33.335,33,8.9981,43,231,274,2
3019,3,0,1,1,30.34,32.575,37,8.9981,78,517,595,2
3020,3,0,1,1,29.52,32.575,42,12.998,94,484,578,2
3021,3,0,1,1,29.52,32.575,39,15.0013,67,333,400,3
3022,3,0,1,1,28.7,31.82,42,15.0013,81,267,348,3
3023,3,0,1,1,27.06,31.06,50,8.9981,58,203,261,3
3024,3,0,1,1,26.24,31.06,57,6.0032,42,134,176,3
3025,3,0,1,1,26.24,30.305,65,16.9979,27,97,124,3
3026,3,0,1,1,25.42,29.545,73,15.0013,23,57,80,0
3027,3,0,1,1,25.42,29.545,73,12.998,7,13,20,0
3028,3,0,1,1,24.6,28.79,78,11.0014,16,22,38,0
3029,3,0,1,1,24.6,29.545,73,12.998,1,6,7,0
3030,3,0,1,1,24.6,29.545,73,11.0014,2,8,10,0
3031,3,0,1,1,24.6,29.545,73,8.9981,7,16,23,0
3032,3,0,1,2,24.6,29.545,73,7.0015,12,108,120,1
3033,3,0,1,1,26.24,30.305,65,7.0015,17,257,274,1
3034,3,0,1,1,26.24,30.305,65,16.9979,50,514,564,1
3035,3,0,1,1,27.88,31.82,54,12.998,31,176,207,1
3036,3,0,1,2,27.06,31.06,61,11.0014,59,107,166,1
3037,3,0,1,1,28.7,32.575,54,8.9981,73,137,210,1
3038,3,0,1,1,28.7,32.575,48,12.998,61,177,238,1
3039,3,0,1,1,28.7,32.575,54,12.998,85,162,247,2
3040,3,0,1,1,28.7,32.575,51,12.998,105,160,265,2
3041,3,0,1,1,29.52,32.575,45,11.0014,74,163,237,2
3042,3,0,1,1,29.52,33.335,51,12.998,96,265,361,2
3043,3,0,1,1,30.34,33.335,42,16.9979,104,483,587,2
3044,3,0,1,1,29.52,32.575,45,15.0013,102,394,496,2
3045,3,0,1,1,28.7,31.82,45,15.0013,114,280,394,3
3046,3,0,1,1,28.7,32.575,51,15.0013,92,251,343,3
3047,3,0,1,1,27.06,31.06,54,7.0015,75,186,261,3
3048,3,0,1,1,27.06,31.06,57,15.0013,71,152,223,3
3049,3,0,1,1,26.24,31.06,61,11.0014,41,126,167,3
3050,3,0,0,1,25.42,30.305,65,12.998,42,68,110,0
3051,3,0,0,1,24.6,29.545,69,7.0015,24,51,75,0
3052,3,0,0,1,24.6,29.545,73,8.9981,10,48,58,0
3053,3,0,0,1,24.6,28.79,78,8.9981,6,20,26,0
3054,3,0,0,1,24.6,29.545,73,6.0032,9,7,16,0
3055,3,0,0,1,23.78,27.275,78,6.0032,4,6,10,0
3056,3,0,0,1,24.6,28.79,78,11.0014,16,21,37,1
3057,3,0,0,1,25.42,29.545,73,8.9981,14,38,52,1
3058,3,0,0,1,27.06,31.06,65,11.0014,37,90,127,1
3059,3,0,0,1,28.7,32.575,54,15.0013,72,150,222,1
3060,3,0,0,1,29.52,33.335,54,12.998,114,208,322,1
3061,3,0,0,1,30.34,33.335,48,15.0013,171,225,396,1
3062,3,0,0,1,31.16,34.09,43,19.0012,187,276,463,1
3063,3,0,0,1,31.16,34.09,45,19.9995,221,276,497,2
3064,3,0,0,1,30.34,33.335,45,19.9995,201,232,433,2
3065,3,0,0,1,31.16,34.09,45,22.0028,205,223,428,2
3066,3,0,0,1,31.16,34.09,45,19.0012,183,242,425,2
3067,3,0,0,1,31.16,34.09,45,15.0013,234,241,475,2
3068,3,0,0,1,31.16,34.09,45,19.0012,185,243,428,2
3069,3,0,0,1,30.34,34.09,48,12.998,164,242,406,3
3070,3,0,0,1,29.52,33.335,51,15.0013,108,188,296,3
3071,3,0,0,1,28.7,32.575,58,15.0013,85,167,252,3
3072,3,0,0,1,28.7,32.575,65,19.0012,65,136,201,3
3073,3,0,0,1,27.88,31.82,61,15.0013,61,107,168,3
3074,3,0,0,1,27.06,31.06,65,15.0013,34,91,125,0
3075,3,0,0,1,26.24,30.305,69,12.998,16,86,102,0
3076,3,0,0,1,26.24,30.305,69,15.0013,28,66,94,0
3077,3,0,0,1,26.24,30.305,69,15.0013,21,26,47,0
3078,3,0,0,1,25.42,29.545,73,11.0014,4,6,10,0
3079,3,0,0,1,26.24,30.305,69,15.0013,4,8,12,0
3080,3,0,0,1,25.42,29.545,73,11.0014,10,11,21,1
3081,3,0,0,1,26.24,30.305,73,11.0014,20,30,50,1
3082,3,0,0,1,27.88,31.82,65,15.0013,45,73,118,1
3083,3,0,0,1,29.52,33.335,58,15.0013,74,110,184,1
3084,3,0,0,1,30.34,34.09,60,15.0013,127,177,304,1
3085,3,0,0,1,31.16,34.85,55,19.0012,147,244,391,1
3086,3,0,0,1,31.16,34.85,55,19.0012,177,243,420,1
3087,3,0,0,1,32.8,37.12,49,19.9995,200,272,472,2
3088,3,0,0,1,32.8,37.12,49,23.9994,168,262,430,2
3089,3,0,0,1,33.62,37.12,43,19.9995,129,195,324,2
3090,3,0,0,1,32.8,36.365,46,19.9995,129,188,317,2
3091,3,0,0,1,32.8,37.12,49,26.0027,133,236,369,2
3092,3,0,0,1,32.8,36.365,46,19.9995,147,243,390,2
3093,3,0,0,1,31.16,34.85,55,19.0012,145,234,379,3
3094,3,0,0,1,31.16,35.605,58,16.9979,85,177,262,3
3095,3,0,0,1,30.34,34.09,62,15.0013,59,148,207,3
3096,3,0,0,1,29.52,34.09,66,15.0013,65,116,181,3
3097,3,0,0,1,28.7,33.335,74,8.9981,39,54,93,3
3098,3,0,1,1,28.7,33.335,74,8.9981,21,30,51,0
3099,3,0,1,1,28.7,33.335,74,15.0013,17,8,25,0
3100,3,0,1,1,27.06,30.305,83,15.0013,2,8,10,0
3101,3,0,1,1,27.06,30.305,78,12.998,3,4,7,0
3102,3,0,1,1,26.24,29.545,78,11.0014,1,3,4,0
3103,3,0,1,1,26.24,29.545,78,7.0015,2,15,17,0
3104,3,0,1,1,26.24,28.79,83,7.0015,10,95,105,1
3105,3,0,1,1,27.88,31.82,74,15.0013,22,255,277,1
3106,3,0,1,1,28.7,32.575,70,12.998,18,329,347,1
3107,3,0,1,1,30.34,34.85,67,15.0013,33,170,203,1
3108,3,0,1,1,31.16,35.605,62,12.998,52,78,130,1
3109,3,0,1,1,32.8,37.88,55,6.0032,42,99,141,1
3110,3,0,1,1,32.8,38.635,59,12.998,39,126,165,1
3111,3,0,1,1,33.62,39.395,56,16.9979,27,125,152,2
3112,3,0,1,1,33.62,39.395,56,22.0028,32,106,138,2
3113,3,0,1,1,34.44,40.15,53,22.0028,53,111,164,2
3114,3,0,1,1,34.44,40.15,53,19.0012,45,220,265,2
3115,3,0,1,1,34.44,39.395,49,22.0028,72,473,545,2
3116,3,0,1,1,33.62,38.635,49,23.9994,80,478,558,2
3117,3,0,1,1,32.8,37.88,55,15.0013,63,335,398,3
3118,3,0,1,1,31.98,37.12,59,15.0013,91,232,323,3
3119,3,0,1,1,30.34,34.85,66,12.998,48,154,202,3
3120,3,0,1,1,31.16,36.365,66,15.0013,36,104,140,3
3121,3,0,1,1,30.34,34.85,66,11.0014,32,59,91,3
3122,3,0,1,1,30.34,34.85,66,7.0015,25,26,51,0
3123,3,0,1,2,30.34,34.85,66,8.9981,7,6,13,0
3124,3,0,1,1,29.52,34.09,70,11.0014,9,4,13,0
3125,3,0,1,1,29.52,34.09,70,11.0014,2,1,3,0
3126,3,0,1,1,29.52,34.09,70,8.9981,1,4,5,0
3127,3,0,1,2,28.7,33.335,74,7.0015,0,19,19,0
3128,3,0,1,2,29.52,34.85,74,7.0015,8,126,134,1
3129,3,0,1,2,30.34,34.85,70,11.0014,28,287,315,1
3130,3,0,1,2,31.16,36.365,70,11.0014,31,381,412,1
3131,3,0,1,2,32.8,39.395,63,8.9981,22,177,199,1
3132,3,0,1,2,33.62,39.395,56,11.0014,29,112,141,1
3133,3,0,1,1,33.62,40.15,59,0.0,29,98,127,1
3134,3,0,1,1,34.44,40.91,56,6.0032,26,127,153,1
3135,3,0,1,1,35.26,41.665,53,7.0015,33,139,172,2
3136,3,0,1,1,35.26,40.91,50,12.998,41,111,152,2
3137,3,0,1,1,36.08,40.91,44,12.998,48,110,158,2
3138,3,0,1,1,36.9,42.425,42,19.9995,61,216,277,2
3139,3,0,1,1,32.8,40.15,66,0.0,68,445,513,2
3140,3,0,1,1,32.8,40.15,66,8.9981,80,450,530,2
3141,3,0,1,1,31.16,37.12,75,12.998,54,334,388,3
3142,3,0,1,1,30.34,36.365,74,6.0032,48,229,277,3
3143,3,0,1,1,30.34,35.605,74,8.9981,47,194,241,3
3144,3,0,1,1,30.34,35.605,74,0.0,36,120,156,3
3145,3,0,1,3,29.52,34.85,79,11.0014,19,73,92,3
3146,3,0,1,1,29.52,34.09,70,15.0013,7,22,29,0
3147,3,0,1,1,29.52,34.85,74,12.998,5,12,17,0
3148,3,0,1,1,28.7,33.335,74,7.0015,4,7,11,0
3149,3,0,1,1,28.7,33.335,79,11.0014,0,4,4,0
3150,3,0,1,1,27.06,30.305,83,8.9981,2,2,4,0
3151,3,0,1,1,27.06,30.305,83,7.0015,2,24,26,0
3152,3,0,1,1,27.06,30.305,83,6.0032,3,97,100,1
3153,3,0,1,1,30.34,34.09,62,0.0,24,258,282,1
3154,3,0,1,1,32.8,36.365,43,12.998,35,347,382,1
3155,3,0,1,1,33.62,37.12,41,0.0,27,139,166,1
3156,3,0,1,1,35.26,37.88,36,11.0014,27,70,97,1
3157,3,0,1,1,36.08,38.635,32,11.0014,53,66,119,1
3158,3,0,1,1,36.9,40.15,33,16.9979,53,115,168,1
3159,3,0,1,1,36.9,40.15,31,19.9995,38,112,150,2
3160,3,0,1,1,37.72,40.91,29,12.998,37,86,123,2
3161,3,0,1,1,36.9,39.395,27,0.0,52,77,129,2
3162,3,0,1,1,36.9,39.395,27,0.0,34,197,231,2
3163,3,0,1,1,31.16,34.09,45,19.9995,69,445,514,2
3164,3,0,1,1,31.98,34.85,43,12.998,68,475,543,2
3165,3,0,1,1,30.34,33.335,51,15.0013,63,350,413,3
3166,3,0,1,1,29.52,34.09,62,15.0013,49,256,305,3
3167,3,0,1,1,28.7,32.575,70,16.9979,42,178,220,3
3168,3,0,1,1,28.7,32.575,70,6.0032,21,116,137,3
3169,3,0,1,1,27.88,31.82,74,12.998,14,82,96,3
3170,3,0,1,1,27.06,31.06,74,0.0,11,18,29,0
3171,3,0,1,1,27.06,31.06,74,7.0015,4,8,12,0
3172,3,0,1,1,27.88,31.82,69,0.0,2,6,8,0
3173,3,0,1,1,27.06,31.06,74,12.998,0,5,5,0
3174,3,0,1,1,27.06,31.06,74,7.0015,0,10,10,0
3175,3,0,1,1,27.06,31.06,74,8.9981,4,17,21,0
3176,3,0,1,1,27.88,31.82,69,7.0015,12,105,117,1
3177,3,0,1,1,29.52,33.335,61,19.0012,15,320,335,1
3178,3,0,1,1,30.34,34.09,58,19.0012,37,398,435,1
3179,3,0,1,1,31.98,34.85,46,19.9995,31,182,213,1
3180,3,0,1,1,33.62,36.365,36,19.9995,50,90,140,1
3181,3,0,1,1,34.44,36.365,32,27.9993,32,96,128,1
3182,3,0,1,1,35.26,37.12,30,19.0012,45,112,157,1
3183,3,0,1,1,35.26,37.12,30,15.0013,50,153,203,2
3184,3,0,1,1,36.9,38.635,25,19.0012,45,114,159,2
3185,3,0,1,1,36.9,38.635,25,19.0012,48,120,168,2
3186,3,0,1,1,36.9,38.635,25,19.0012,58,216,274,2
3187,3,0,1,2,36.9,39.395,27,8.9981,63,493,556,2
3188,3,0,1,2,35.26,37.88,34,12.998,65,491,556,2
3189,3,0,1,2,35.26,37.88,36,15.0013,85,369,454,3
3190,3,0,1,2,33.62,37.88,46,16.9979,40,248,288,3
3191,3,0,1,1,32.8,37.12,52,15.0013,53,201,254,3
3192,3,0,1,2,31.98,37.12,59,11.0014,22,169,191,3
3193,3,0,1,2,32.8,37.12,49,11.0014,29,103,132,3
3194,3,0,1,2,32.8,37.12,49,11.0014,11,32,43,0
3195,3,0,1,2,31.98,35.605,52,11.0014,7,9,16,0
3196,3,0,1,2,31.98,35.605,49,11.0014,2,9,11,0
3197,3,0,1,2,31.16,34.85,55,6.0032,0,4,4,0
3198,3,0,1,2,31.16,34.85,52,11.0014,0,7,7,0
3199,3,0,1,2,31.16,34.85,55,6.0032,2,22,24,0
3200,3,0,1,3,29.52,34.09,66,32.9975,9,101,110,1
3201,3,0,1,2,30.34,33.335,51,15.0013,19,252,271,1
3202,3,0,1,2,30.34,33.335,51,11.0014,29,408,437,1
3203,3,0,1,2,30.34,34.09,55,12.998,23,172,195,1
3204,3,0,1,3,30.34,34.09,58,6.0032,9,59,68,1
3205,3,0,1,2,30.34,34.09,58,7.0015,29,93,122,1
3206,3,0,1,3,31.16,34.85,55,8.9981,19,142,161,1
3207,3,0,1,2,31.16,35.605,58,15.0013,37,107,144,2
3208,3,0,1,2,31.16,35.605,58,15.0013,43,104,147,2
3209,3,0,1,2,28.7,33.335,79,8.9981,31,87,118,2
3210,3,0,1,3,27.88,31.82,79,0.0,21,129,150,2
3211,3,0,1,2,28.7,33.335,79,0.0,47,378,425,2
3212,3,0,1,3,28.7,33.335,84,0.0,49,443,492,2
3213,3,0,1,3,28.7,33.335,84,0.0,51,270,321,3
3214,3,0,1,3,28.7,33.335,84,7.0015,7,80,87,3
3215,3,0,1,2,27.88,31.82,89,8.9981,7,81,88,3
3216,3,0,1,3,27.88,31.82,89,7.0015,11,66,77,3
3217,3,0,1,2,27.88,31.82,89,6.0032,4,52,56,3
3218,3,0,1,2,27.88,31.82,89,6.0032,2,15,17,0
3219,3,0,1,2,27.06,29.545,94,6.0032,3,14,17,0
3220,3,0,1,2,27.06,29.545,94,6.0032,2,5,7,0
3221,3,0,1,3,27.06,29.545,94,6.0032,0,3,3,0
3222,3,0,1,2,27.88,31.82,89,0.0,0,7,7,0
3223,3,0,1,2,27.88,31.82,89,0.0,3,17,20,0
3224,3,0,1,2,27.88,31.82,89,19.9995,7,90,97,1
3225,3,0,1,2,27.88,31.82,89,19.9995,11,271,282,1
3226,3,0,1,2,28.7,32.575,82,23.9994,29,369,398,1
3227,3,0,1,1,29.52,34.85,74,22.0028,25,162,187,1
3228,3,0,1,1,29.52,33.335,71,19.9995,24,89,113,1
3229,3,0,1,2,30.34,34.85,66,15.0013,37,112,149,1
3230,3,0,1,2,31.16,35.605,62,15.0013,53,152,205,1
3231,3,0,1,1,31.16,35.605,58,0.0,63,142,205,2
3232,3,0,1,1,32.8,37.88,55,11.0014,53,114,167,2
3233,3,0,1,1,32.8,37.88,55,16.9979,50,115,165,2
3234,3,0,1,1,31.16,35.605,62,22.0028,70,220,290,2
3235,3,0,1,1,31.16,35.605,62,22.0028,91,464,555,2
3236,3,0,1,1,28.7,33.335,74,19.9995,88,435,523,2
3237,3,0,1,1,28.7,33.335,74,19.0012,65,301,366,3
3238,3,0,1,2,28.7,33.335,74,12.998,41,245,286,3
3239,3,0,1,2,28.7,33.335,74,12.998,25,186,211,3
3240,3,0,1,1,27.88,31.82,74,12.998,33,141,174,3
3241,3,0,1,1,27.06,31.06,74,7.0015,24,108,132,3
3242,3,0,1,1,27.06,31.06,74,7.0015,13,41,54,0
3243,3,0,1,1,26.24,29.545,78,6.0032,3,16,19,0
3244,3,0,1,1,27.06,31.06,69,0.0,5,14,19,0
3245,3,0,1,1,26.24,29.545,78,6.0032,0,6,6,0
3246,3,0,1,1,26.24,29.545,78,8.9981,1,6,7,0
3247,3,0,1,1,26.24,29.545,78,6.0032,0,16,16,0
3248,3,0,1,1,26.24,29.545,78,8.9981,7,94,101,1
3249,3,0,1,1,27.06,30.305,78,8.9981,23,247,270,1
3250,3,0,1,1,28.7,32.575,65,15.0013,39,415,454,1
3251,3,0,1,1,29.52,33.335,58,7.0015,43,183,226,1
3252,3,0,1,1,30.34,34.09,55,8.9981,50,113,163,1
3253,3,0,1,2,31.16,34.85,52,16.9979,44,103,147,1
3254,3,0,1,1,31.16,34.85,52,16.9979,57,159,216,1
3255,3,0,1,1,31.98,35.605,52,16.9979,40,164,204,2
3256,3,0,1,2,31.98,35.605,52,16.9979,81,164,245,2
3257,3,0,1,1,31.16,34.85,55,16.9979,50,160,210,2
3258,3,0,1,1,32.8,37.12,49,16.9979,76,254,330,2
3259,3,0,1,1,31.98,35.605,49,19.9995,84,466,550,2
3260,3,0,1,1,31.16,34.85,52,16.9979,105,361,466,2
3261,3,0,1,1,30.34,34.09,55,16.9979,90,282,372,3
3262,3,0,1,1,29.52,33.335,58,15.0013,70,221,291,3
3263,3,0,1,1,28.7,32.575,65,12.998,54,119,173,3
3264,3,0,1,1,28.7,32.575,65,15.0013,51,137,188,3
3265,3,0,1,1,27.88,31.82,69,15.0013,37,102,139,3
3266,3,0,0,1,27.06,30.305,78,12.998,29,104,133,0
3267,3,0,0,1,27.06,30.305,78,11.0014,17,50,67,0
3268,3,0,0,1,27.06,30.305,78,15.0013,14,39,53,0
3269,3,0,0,2,27.06,30.305,78,11.0014,14,28,42,0
3270,3,0,0,2,27.06,30.305,83,11.0014,5,5,10,0
3271,3,0,0,1,26.24,28.79,89,6.0032,2,4,6,0
3272,3,0,0,1,26.24,28.79,89,7.0015,5,22,27,1
3273,3,0,0,1,27.88,31.82,83,11.0014,14,49,63,1
3274,3,0,0,1,27.88,31.82,83,11.0014,27,94,121,1
3275,3,0,0,1,30.34,34.85,70,15.0013,60,155,215,1
3276,3,0,0,2,30.34,34.85,70,19.0012,91,199,290,1
3277,3,0,0,1,31.98,37.12,62,15.0013,138,211,349,1
3278,3,0,0,1,32.8,37.88,55,15.0013,130,252,382,1
3279,3,0,0,2,32.8,38.635,59,22.0028,176,265,441,2
3280,3,0,0,1,33.62,38.635,52,16.9979,176,204,380,2
3281,3,0,0,2,34.44,40.15,53,16.9979,130,232,362,2
3282,3,0,0,3,30.34,35.605,79,11.0014,155,188,343,2
3283,3,0,0,3,30.34,35.605,79,11.0014,61,88,149,2
3284,3,0,0,2,29.52,34.85,79,30.0026,81,130,211,2
3285,3,0,0,3,29.52,35.605,84,16.9979,57,114,171,3
3286,3,0,0,3,29.52,34.85,79,19.0012,58,79,137,3
3287,3,0,0,2,28.7,33.335,84,22.0028,28,86,114,3
3288,3,0,0,2,28.7,33.335,84,22.0028,24,96,120,3
3289,3,0,0,3,28.7,33.335,84,19.0012,29,79,108,3
3290,3,0,0,2,28.7,33.335,84,19.0012,14,66,80,0
3291,3,0,0,2,28.7,33.335,84,16.9979,10,63,73,0
3292,3,0,0,2,28.7,33.335,84,15.0013,18,48,66,0
3293,3,0,0,2,28.7,33.335,84,8.9981,9,23,32,0
3294,3,0,0,1,28.7,33.335,84,8.9981,1,5,6,0
3295,3,0,0,1,28.7,33.335,89,12.998,1,4,5,0
3296,3,0,0,1,28.7,33.335,89,11.0014,3,10,13,1
3297,3,0,0,1,28.7,33.335,84,12.998,11,28,39,1
3298,3,0,0,1,29.52,34.85,79,12.998,23,66,89,1
3299,3,0,0,1,31.16,37.12,75,7.0015,82,102,184,1
3300,3,0,0,1,32.8,40.15,66,8.9981,88,178,266,1
3301,3,0,0,1,33.62,41.665,63,0.0,113,156,269,1
3302,3,0,0,1,36.9,42.425,42,19.9995,161,209,370,1
3303,3,0,0,1,36.9,42.425,42,19.9995,118,206,324,2
3304,3,0,0,1,35.26,40.15,47,12.998,130,192,322,2
3305,3,0,0,3,29.52,34.85,74,19.9995,118,208,326,2
3306,3,0,0,3,29.52,34.85,74,19.9995,74,119,193,2
3307,3,0,0,3,30.34,35.605,74,43.0006,63,131,194,2
3308,3,0,0,1,29.52,34.85,74,6.0032,74,155,229,2
3309,3,0,0,1,29.52,34.85,79,11.0014,68,160,228,3
3310,3,0,0,1,29.52,35.605,84,8.9981,50,133,183,3
3311,3,0,0,1,29.52,35.605,84,7.0015,36,100,136,3
3312,3,0,0,1,28.7,33.335,89,12.998,21,82,103,3
3313,3,0,0,1,28.7,33.335,79,7.0015,12,43,55,3
3314,3,0,1,1,28.7,33.335,79,7.0015,13,17,30,0
3315,3,0,1,1,27.88,31.82,83,8.9981,4,8,12,0
3316,3,0,1,1,27.06,29.545,89,0.0,4,3,7,0
3317,3,0,1,1,27.06,29.545,89,0.0,1,0,1,0
3318,3,0,1,1,27.06,29.545,89,7.0015,2,8,10,0
3319,3,0,1,1,28.7,33.335,79,6.0032,1,14,15,0
3320,3,0,1,1,28.7,32.575,65,19.0012,8,87,95,1
3321,3,0,1,1,29.52,34.09,62,19.9995,18,249,267,1
3322,3,0,1,1,30.34,34.09,58,22.0028,29,320,349,1
3323,3,0,1,1,31.16,34.85,55,26.0027,37,146,183,1
3324,3,0,1,1,32.8,37.12,52,26.0027,62,62,124,1
3325,3,0,1,1,33.62,37.12,48,23.9994,90,89,179,1
3326,3,0,1,1,33.62,37.88,46,16.9979,48,134,182,1
3327,3,0,1,1,34.44,37.88,44,19.9995,43,108,151,2
3328,3,0,1,1,33.62,37.12,43,19.9995,41,109,150,2
3329,3,0,1,1,34.44,37.88,41,19.9995,40,86,126,2
3330,3,0,1,1,35.26,38.635,39,19.0012,64,218,282,2
3331,3,0,1,1,35.26,38.635,39,11.0014,67,460,527,2
3332,3,0,1,1,34.44,37.88,41,8.9981,64,465,529,2
3333,3,0,1,1,33.62,37.12,43,7.0015,64,352,416,3
3334,3,0,1,1,32.8,37.88,55,0.0,71,215,286,3
3335,3,0,1,1,31.16,35.605,58,6.0032,30,156,186,3
3336,3,0,1,1,31.16,35.605,58,7.0015,26,121,147,3
3337,3,0,1,1,30.34,34.85,66,7.0015,19,53,72,3
3338,3,0,1,1,29.52,34.85,79,8.9981,10,25,35,0
3339,3,0,1,1,29.52,34.09,66,0.0,5,9,14,0
3340,3,0,1,1,29.52,34.09,70,0.0,9,3,12,0
3341,3,0,1,1,29.52,34.09,62,0.0,0,3,3,0
3342,3,0,1,1,28.7,33.335,74,0.0,1,6,7,0
3343,3,0,1,1,28.7,32.575,65,6.0032,5,25,30,0
3344,3,0,1,1,29.52,33.335,64,0.0,6,95,101,1
3345,3,0,1,1,29.52,34.85,74,7.0015,30,313,343,1
3346,3,0,1,1,30.34,34.85,66,0.0,40,352,392,1
3347,3,0,1,2,31.98,37.12,62,8.9981,34,141,175,1
3348,3,0,1,2,32.8,38.635,59,15.0013,55,89,144,1
3349,3,0,1,1,32.8,38.635,59,15.0013,61,88,149,1
3350,3,0,1,1,33.62,39.395,56,12.998,60,125,185,1
3351,3,0,1,1,34.44,39.395,49,11.0014,48,127,175,2
3352,3,0,1,1,35.26,39.395,44,19.0012,53,95,148,2
3353,3,0,1,1,35.26,38.635,39,19.0012,58,106,164,2
3354,3,0,1,1,35.26,38.635,39,19.9995,57,228,285,2
